90 8 12	
169 203 305 305 169 441 305 339 	
98 109 65 65 109 88 142 142 	
149 249 349 249 124 274 149 124 	
415 447 415 447 415 447 159 383 	
298 321 298 321 298 321 114 275 	
185 309 433 309 154 340 185 154 	
79 95 143 143 79 207 143 159 	
493 531 493 531 493 531 189 455 	
224 224 139 139 251 363 224 279 	
223 287 415 383 287 383 415 351 	
216 188 161 269 242 188 134 377 	
118 152 220 203 152 203 220 186 	
402 433 402 433 402 433 154 371 	
223 191 383 415 223 159 256 256 	
208 181 155 259 233 181 129 363 	
179 299 419 299 149 329 179 149 	
272 237 203 339 305 237 169 475 	
405 405 405 405 173 376 173 232 	
112 97 83 139 125 97 69 195 	
207 207 159 79 95 128 143 223 	
389 389 299 149 179 240 269 419 	
264 230 197 329 296 230 164 461 	
323 359 215 215 359 288 467 467 	
447 256 256 319 319 447 319 415 	
195 181 97 167 97 139 83 112 	
489 489 489 489 209 454 209 280 	
251 233 125 215 125 179 107 144 	
251 233 125 215 125 179 107 144 	
433 248 248 309 309 433 309 402 	
59 71 107 107 59 155 107 119 	
54 65 98 98 54 142 98 109 	
272 272 169 169 305 441 272 339 	
272 350 506 467 350 467 506 428 	
233 251 233 251 233 251 89 215 	
167 155 83 143 83 119 71 96 	
112 97 83 139 125 97 69 195 	
209 194 104 179 104 149 89 120 	
71 119 167 119 59 131 71 59 	
246 246 189 94 113 152 170 265 	
113 189 265 189 94 208 113 94 	
189 227 341 341 189 493 341 379 	
461 264 264 329 329 461 329 428 	
195 251 363 335 251 335 363 307 	
223 207 111 191 111 159 95 128 	
173 289 405 289 144 318 173 144 	
144 125 107 179 161 125 89 251 	
129 155 233 233 129 337 233 259 	
129 155 233 233 129 337 233 259 	
447 415 223 383 223 319 191 256 	
197 329 461 329 164 362 197 164 	
89 107 161 161 89 233 161 179 	
223 191 383 415 223 159 256 256 	
223 207 111 191 111 159 95 128 	
96 96 59 59 107 155 96 119 	
216 216 134 134 242 350 216 269 	
244 209 419 454 244 174 280 280 	
480 480 369 184 221 296 332 517 	
531 493 265 455 265 379 227 304 	
167 96 96 119 119 167 119 155 	
221 369 517 369 184 406 221 184 	
251 279 167 167 279 224 363 363 	
209 179 359 389 209 149 240 240 	
	
0 0 61 47 47 47 64 10 21 15 21 0 28 10 40 10 28 24 40 66 0 66 24 10 10 10 40 0 0 64 66 40 40 66 0 40 61 1 24 1 40 10 24 66 24 47 24 28 28 24 64 21 15 47 15 15 21 0 0 61 1 40 15 24 15 66 28 66 0 21 1 15 66 24 0 0 15 66 0 10 15 61 61 10 28 15 21 66 64 10 	
0 0 61 47 47 47 64 10 21 15 21 0 28 10 40 10 28 24 40 66 0 66 24 10 10 10 40 0 0 64 66 40 40 66 0 40 61 1 24 1 40 10 24 66 24 47 24 28 28 24 64 21 15 47 15 15 21 0 0 61 1 40 15 24 15 66 28 66 0 21 1 15 66 24 0 0 15 66 0 10 15 61 61 10 28 15 21 66 64 10 	
37 37 0 36 36 36 75 17 34 75 34 37 46 17 19 17 46 40 19 89 37 89 40 17 17 17 19 37 37 75 89 19 19 89 37 19 0 39 40 39 19 17 40 89 40 36 40 46 46 40 75 34 75 36 75 75 34 37 37 0 39 19 75 40 75 89 46 89 37 34 39 75 89 40 37 37 75 89 37 17 75 0 0 17 46 75 34 89 75 17 	
71 71 79 0 0 0 77 22 41 59 41 71 63 22 89 22 63 85 89 50 71 50 85 22 22 22 89 71 71 77 50 89 89 50 71 89 79 73 85 73 89 22 85 50 85 0 85 63 63 85 77 41 59 0 59 59 41 71 71 79 73 89 59 85 59 50 63 50 71 41 73 59 50 85 71 71 59 50 71 22 59 79 79 22 63 59 41 50 77 22 	
71 71 79 0 0 0 77 22 41 59 41 71 63 22 89 22 63 85 89 50 71 50 85 22 22 22 89 71 71 77 50 89 89 50 71 89 79 73 85 73 89 22 85 50 85 0 85 63 63 85 77 41 59 0 59 59 41 71 71 79 73 89 59 85 59 50 63 50 71 41 73 59 50 85 71 71 59 50 71 22 59 79 79 22 63 59 41 50 77 22 	
71 71 79 0 0 0 77 22 41 59 41 71 63 22 89 22 63 85 89 50 71 50 85 22 22 22 89 71 71 77 50 89 89 50 71 89 79 73 85 73 89 22 85 50 85 0 85 63 63 85 77 41 59 0 59 59 41 71 71 79 73 89 59 85 59 50 63 50 71 41 73 59 50 85 71 71 59 50 71 22 59 79 79 22 63 59 41 50 77 22 	
5 5 9 32 32 32 0 46 28 2 28 5 73 46 26 46 73 6 26 15 5 15 6 46 46 46 26 5 5 0 15 26 26 15 5 26 9 61 6 61 26 46 6 15 6 32 6 73 73 6 0 28 2 32 2 2 28 5 5 9 61 26 2 6 2 15 73 15 5 28 61 2 15 6 5 5 2 15 5 46 2 9 9 46 73 2 28 15 0 46 	
41 41 41 42 42 42 51 0 66 29 66 41 73 0 50 0 73 53 50 36 41 36 53 0 0 0 50 41 41 51 36 50 50 36 41 50 41 28 53 28 50 0 53 36 53 42 53 73 73 53 51 66 29 42 29 29 66 41 41 41 28 50 29 53 29 36 73 36 41 66 28 29 36 53 41 41 29 36 41 0 29 41 41 0 73 29 66 36 51 0 	
26 26 50 90 90 90 76 40 0 32 0 26 86 40 52 40 86 17 52 41 26 41 17 40 40 40 52 26 26 76 41 52 52 41 26 52 50 26 17 26 52 40 17 41 17 90 17 86 86 17 76 0 32 90 32 32 0 26 26 50 26 52 32 17 32 41 86 41 26 0 26 32 41 17 26 26 32 41 26 40 32 50 50 40 86 32 0 41 76 40 	
83 83 79 33 33 33 10 21 56 0 56 83 76 21 43 21 76 23 43 1 83 1 23 21 21 21 43 83 83 10 1 43 43 1 83 43 79 19 23 19 43 21 23 1 23 33 23 76 76 23 10 56 0 33 0 0 56 83 83 79 19 43 0 23 0 1 76 1 83 56 19 0 1 23 83 83 0 1 83 21 0 79 79 21 76 0 56 1 10 21 	
26 26 50 90 90 90 76 40 0 32 0 26 86 40 52 40 86 17 52 41 26 41 17 40 40 40 52 26 26 76 41 52 52 41 26 52 50 26 17 26 52 40 17 41 17 90 17 86 86 17 76 0 32 90 32 32 0 26 26 50 26 52 32 17 32 41 86 41 26 0 26 32 41 17 26 26 32 41 26 40 32 50 50 40 86 32 0 41 76 40 	
0 0 61 47 47 47 64 10 21 15 21 0 28 10 40 10 28 24 40 66 0 66 24 10 10 10 40 0 0 64 66 40 40 66 0 40 61 1 24 1 40 10 24 66 24 47 24 28 28 24 64 21 15 47 15 15 21 0 0 61 1 40 15 24 15 66 28 66 0 21 1 15 66 24 0 0 15 66 0 10 15 61 61 10 28 15 21 66 64 10 	
61 61 55 33 33 33 10 64 22 85 22 61 0 64 77 64 0 34 77 20 61 20 34 64 64 64 77 61 61 10 20 77 77 20 61 77 55 76 34 76 77 64 34 20 34 33 34 0 0 34 10 22 85 33 85 85 22 61 61 55 76 77 85 34 85 20 0 20 61 22 76 85 20 34 61 61 85 20 61 64 85 55 55 64 0 85 22 20 10 64 	
41 41 41 42 42 42 51 0 66 29 66 41 73 0 50 0 73 53 50 36 41 36 53 0 0 0 50 41 41 51 36 50 50 36 41 50 41 28 53 28 50 0 53 36 53 42 53 73 73 53 51 66 29 42 29 29 66 41 41 41 28 50 29 53 29 36 73 36 41 66 28 29 36 53 41 41 29 36 41 0 29 41 41 0 73 29 66 36 51 0 	
8 8 38 6 6 6 9 17 21 28 21 8 40 17 0 17 40 82 0 87 8 87 82 17 17 17 0 8 8 9 87 0 0 87 8 0 38 89 82 89 0 17 82 87 82 6 82 40 40 82 9 21 28 6 28 28 21 8 8 38 89 0 28 82 28 87 40 87 8 21 89 28 87 82 8 8 28 87 8 17 28 38 38 17 40 28 21 87 9 17 	
41 41 41 42 42 42 51 0 66 29 66 41 73 0 50 0 73 53 50 36 41 36 53 0 0 0 50 41 41 51 36 50 50 36 41 50 41 28 53 28 50 0 53 36 53 42 53 73 73 53 51 66 29 42 29 29 66 41 41 41 28 50 29 53 29 36 73 36 41 66 28 29 36 53 41 41 29 36 41 0 29 41 41 0 73 29 66 36 51 0 	
61 61 55 33 33 33 10 64 22 85 22 61 0 64 77 64 0 34 77 20 61 20 34 64 64 64 77 61 61 10 20 77 77 20 61 77 55 76 34 76 77 64 34 20 34 33 34 0 0 34 10 22 85 33 85 85 22 61 61 55 76 77 85 34 85 20 0 20 61 22 76 85 20 34 61 61 85 20 61 64 85 55 55 64 0 85 22 20 10 64 	
49 49 45 14 14 14 71 14 66 15 66 49 63 14 48 14 63 0 48 22 49 22 0 14 14 14 48 49 49 71 22 48 48 22 49 48 45 59 0 59 48 14 0 22 0 14 0 63 63 0 71 66 15 14 15 15 66 49 49 45 59 48 15 0 15 22 63 22 49 66 59 15 22 0 49 49 15 22 49 14 15 45 45 14 63 15 66 22 71 14 	
8 8 38 6 6 6 9 17 21 28 21 8 40 17 0 17 40 82 0 87 8 87 82 17 17 17 0 8 8 9 87 0 0 87 8 0 38 89 82 89 0 17 82 87 82 6 82 40 40 82 9 21 28 6 28 28 21 8 8 38 89 0 28 82 28 87 40 87 8 21 89 28 87 82 8 8 28 87 8 17 28 38 38 17 40 28 21 87 9 17 	
13 13 67 44 44 44 47 67 15 33 15 13 10 67 5 67 10 61 5 0 13 0 61 67 67 67 5 13 13 47 0 5 5 0 13 5 67 40 61 40 5 67 61 0 61 44 61 10 10 61 47 15 33 44 33 33 15 13 13 67 40 5 33 61 33 0 10 0 13 15 40 33 0 61 13 13 33 0 13 67 33 67 67 67 10 33 15 0 47 67 	
0 0 61 47 47 47 64 10 21 15 21 0 28 10 40 10 28 24 40 66 0 66 24 10 10 10 40 0 0 64 66 40 40 66 0 40 61 1 24 1 40 10 24 66 24 47 24 28 28 24 64 21 15 47 15 15 21 0 0 61 1 40 15 24 15 66 28 66 0 21 1 15 66 24 0 0 15 66 0 10 15 61 61 10 28 15 21 66 64 10 	
13 13 67 44 44 44 47 67 15 33 15 13 10 67 5 67 10 61 5 0 13 0 61 67 67 67 5 13 13 47 0 5 5 0 13 5 67 40 61 40 5 67 61 0 61 44 61 10 10 61 47 15 33 44 33 33 15 13 13 67 40 5 33 61 33 0 10 0 13 15 40 33 0 61 13 13 33 0 13 67 33 67 67 67 10 33 15 0 47 67 	
49 49 45 14 14 14 71 14 66 15 66 49 63 14 48 14 63 0 48 22 49 22 0 14 14 14 48 49 49 71 22 48 48 22 49 48 45 59 0 59 48 14 0 22 0 14 0 63 63 0 71 66 15 14 15 15 66 49 49 45 59 48 15 0 15 22 63 22 49 66 59 15 22 0 49 49 15 22 49 14 15 45 45 14 63 15 66 22 71 14 	
41 41 41 42 42 42 51 0 66 29 66 41 73 0 50 0 73 53 50 36 41 36 53 0 0 0 50 41 41 51 36 50 50 36 41 50 41 28 53 28 50 0 53 36 53 42 53 73 73 53 51 66 29 42 29 29 66 41 41 41 28 50 29 53 29 36 73 36 41 66 28 29 36 53 41 41 29 36 41 0 29 41 41 0 73 29 66 36 51 0 	
41 41 41 42 42 42 51 0 66 29 66 41 73 0 50 0 73 53 50 36 41 36 53 0 0 0 50 41 41 51 36 50 50 36 41 50 41 28 53 28 50 0 53 36 53 42 53 73 73 53 51 66 29 42 29 29 66 41 41 41 28 50 29 53 29 36 73 36 41 66 28 29 36 53 41 41 29 36 41 0 29 41 41 0 73 29 66 36 51 0 	
41 41 41 42 42 42 51 0 66 29 66 41 73 0 50 0 73 53 50 36 41 36 53 0 0 0 50 41 41 51 36 50 50 36 41 50 41 28 53 28 50 0 53 36 53 42 53 73 73 53 51 66 29 42 29 29 66 41 41 41 28 50 29 53 29 36 73 36 41 66 28 29 36 53 41 41 29 36 41 0 29 41 41 0 73 29 66 36 51 0 	
8 8 38 6 6 6 9 17 21 28 21 8 40 17 0 17 40 82 0 87 8 87 82 17 17 17 0 8 8 9 87 0 0 87 8 0 38 89 82 89 0 17 82 87 82 6 82 40 40 82 9 21 28 6 28 28 21 8 8 38 89 0 28 82 28 87 40 87 8 21 89 28 87 82 8 8 28 87 8 17 28 38 38 17 40 28 21 87 9 17 	
0 0 61 47 47 47 64 10 21 15 21 0 28 10 40 10 28 24 40 66 0 66 24 10 10 10 40 0 0 64 66 40 40 66 0 40 61 1 24 1 40 10 24 66 24 47 24 28 28 24 64 21 15 47 15 15 21 0 0 61 1 40 15 24 15 66 28 66 0 21 1 15 66 24 0 0 15 66 0 10 15 61 61 10 28 15 21 66 64 10 	
0 0 61 47 47 47 64 10 21 15 21 0 28 10 40 10 28 24 40 66 0 66 24 10 10 10 40 0 0 64 66 40 40 66 0 40 61 1 24 1 40 10 24 66 24 47 24 28 28 24 64 21 15 47 15 15 21 0 0 61 1 40 15 24 15 66 28 66 0 21 1 15 66 24 0 0 15 66 0 10 15 61 61 10 28 15 21 66 64 10 	
5 5 9 32 32 32 0 46 28 2 28 5 73 46 26 46 73 6 26 15 5 15 6 46 46 46 26 5 5 0 15 26 26 15 5 26 9 61 6 61 26 46 6 15 6 32 6 73 73 6 0 28 2 32 2 2 28 5 5 9 61 26 2 6 2 15 73 15 5 28 61 2 15 6 5 5 2 15 5 46 2 9 9 46 73 2 28 15 0 46 	
13 13 67 44 44 44 47 67 15 33 15 13 10 67 5 67 10 61 5 0 13 0 61 67 67 67 5 13 13 47 0 5 5 0 13 5 67 40 61 40 5 67 61 0 61 44 61 10 10 61 47 15 33 44 33 33 15 13 13 67 40 5 33 61 33 0 10 0 13 15 40 33 0 61 13 13 33 0 13 67 33 67 67 67 10 33 15 0 47 67 	
8 8 38 6 6 6 9 17 21 28 21 8 40 17 0 17 40 82 0 87 8 87 82 17 17 17 0 8 8 9 87 0 0 87 8 0 38 89 82 89 0 17 82 87 82 6 82 40 40 82 9 21 28 6 28 28 21 8 8 38 89 0 28 82 28 87 40 87 8 21 89 28 87 82 8 8 28 87 8 17 28 38 38 17 40 28 21 87 9 17 	
8 8 38 6 6 6 9 17 21 28 21 8 40 17 0 17 40 82 0 87 8 87 82 17 17 17 0 8 8 9 87 0 0 87 8 0 38 89 82 89 0 17 82 87 82 6 82 40 40 82 9 21 28 6 28 28 21 8 8 38 89 0 28 82 28 87 40 87 8 21 89 28 87 82 8 8 28 87 8 17 28 38 38 17 40 28 21 87 9 17 	
13 13 67 44 44 44 47 67 15 33 15 13 10 67 5 67 10 61 5 0 13 0 61 67 67 67 5 13 13 47 0 5 5 0 13 5 67 40 61 40 5 67 61 0 61 44 61 10 10 61 47 15 33 44 33 33 15 13 13 67 40 5 33 61 33 0 10 0 13 15 40 33 0 61 13 13 33 0 13 67 33 67 67 67 10 33 15 0 47 67 	
0 0 61 47 47 47 64 10 21 15 21 0 28 10 40 10 28 24 40 66 0 66 24 10 10 10 40 0 0 64 66 40 40 66 0 40 61 1 24 1 40 10 24 66 24 47 24 28 28 24 64 21 15 47 15 15 21 0 0 61 1 40 15 24 15 66 28 66 0 21 1 15 66 24 0 0 15 66 0 10 15 61 61 10 28 15 21 66 64 10 	
8 8 38 6 6 6 9 17 21 28 21 8 40 17 0 17 40 82 0 87 8 87 82 17 17 17 0 8 8 9 87 0 0 87 8 0 38 89 82 89 0 17 82 87 82 6 82 40 40 82 9 21 28 6 28 28 21 8 8 38 89 0 28 82 28 87 40 87 8 21 89 28 87 82 8 8 28 87 8 17 28 38 38 17 40 28 21 87 9 17 	
37 37 0 36 36 36 75 17 34 75 34 37 46 17 19 17 46 40 19 89 37 89 40 17 17 17 19 37 37 75 89 19 19 89 37 19 0 39 40 39 19 17 40 89 40 36 40 46 46 40 75 34 75 36 75 75 34 37 37 0 39 19 75 40 75 89 46 89 37 34 39 75 89 40 37 37 75 89 37 17 75 0 0 17 46 75 34 89 75 17 	
85 85 77 18 18 18 25 64 56 68 56 85 76 64 19 64 76 2 19 60 85 60 2 64 64 64 19 85 85 25 60 19 19 60 85 19 77 0 2 0 19 64 2 60 2 18 2 76 76 2 25 56 68 18 68 68 56 85 85 77 0 19 68 2 68 60 76 60 85 56 0 68 60 2 85 85 68 60 85 64 68 77 77 64 76 68 56 60 25 64 	
49 49 45 14 14 14 71 14 66 15 66 49 63 14 48 14 63 0 48 22 49 22 0 14 14 14 48 49 49 71 22 48 48 22 49 48 45 59 0 59 48 14 0 22 0 14 0 63 63 0 71 66 15 14 15 15 66 49 49 45 59 48 15 0 15 22 63 22 49 66 59 15 22 0 49 49 15 22 49 14 15 45 45 14 63 15 66 22 71 14 	
85 85 77 18 18 18 25 64 56 68 56 85 76 64 19 64 76 2 19 60 85 60 2 64 64 64 19 85 85 25 60 19 19 60 85 19 77 0 2 0 19 64 2 60 2 18 2 76 76 2 25 56 68 18 68 68 56 85 85 77 0 19 68 2 68 60 76 60 85 56 0 68 60 2 85 85 68 60 85 64 68 77 77 64 76 68 56 60 25 64 	
8 8 38 6 6 6 9 17 21 28 21 8 40 17 0 17 40 82 0 87 8 87 82 17 17 17 0 8 8 9 87 0 0 87 8 0 38 89 82 89 0 17 82 87 82 6 82 40 40 82 9 21 28 6 28 28 21 8 8 38 89 0 28 82 28 87 40 87 8 21 89 28 87 82 8 8 28 87 8 17 28 38 38 17 40 28 21 87 9 17 	
41 41 41 42 42 42 51 0 66 29 66 41 73 0 50 0 73 53 50 36 41 36 53 0 0 0 50 41 41 51 36 50 50 36 41 50 41 28 53 28 50 0 53 36 53 42 53 73 73 53 51 66 29 42 29 29 66 41 41 41 28 50 29 53 29 36 73 36 41 66 28 29 36 53 41 41 29 36 41 0 29 41 41 0 73 29 66 36 51 0 	
49 49 45 14 14 14 71 14 66 15 66 49 63 14 48 14 63 0 48 22 49 22 0 14 14 14 48 49 49 71 22 48 48 22 49 48 45 59 0 59 48 14 0 22 0 14 0 63 63 0 71 66 15 14 15 15 66 49 49 45 59 48 15 0 15 22 63 22 49 66 59 15 22 0 49 49 15 22 49 14 15 45 45 14 63 15 66 22 71 14 	
13 13 67 44 44 44 47 67 15 33 15 13 10 67 5 67 10 61 5 0 13 0 61 67 67 67 5 13 13 47 0 5 5 0 13 5 67 40 61 40 5 67 61 0 61 44 61 10 10 61 47 15 33 44 33 33 15 13 13 67 40 5 33 61 33 0 10 0 13 15 40 33 0 61 13 13 33 0 13 67 33 67 67 67 10 33 15 0 47 67 	
49 49 45 14 14 14 71 14 66 15 66 49 63 14 48 14 63 0 48 22 49 22 0 14 14 14 48 49 49 71 22 48 48 22 49 48 45 59 0 59 48 14 0 22 0 14 0 63 63 0 71 66 15 14 15 15 66 49 49 45 59 48 15 0 15 22 63 22 49 66 59 15 22 0 49 49 15 22 49 14 15 45 45 14 63 15 66 22 71 14 	
71 71 79 0 0 0 77 22 41 59 41 71 63 22 89 22 63 85 89 50 71 50 85 22 22 22 89 71 71 77 50 89 89 50 71 89 79 73 85 73 89 22 85 50 85 0 85 63 63 85 77 41 59 0 59 59 41 71 71 79 73 89 59 85 59 50 63 50 71 41 73 59 50 85 71 71 59 50 71 22 59 79 79 22 63 59 41 50 77 22 	
49 49 45 14 14 14 71 14 66 15 66 49 63 14 48 14 63 0 48 22 49 22 0 14 14 14 48 49 49 71 22 48 48 22 49 48 45 59 0 59 48 14 0 22 0 14 0 63 63 0 71 66 15 14 15 15 66 49 49 45 59 48 15 0 15 22 63 22 49 66 59 15 22 0 49 49 15 22 49 14 15 45 45 14 63 15 66 22 71 14 	
61 61 55 33 33 33 10 64 22 85 22 61 0 64 77 64 0 34 77 20 61 20 34 64 64 64 77 61 61 10 20 77 77 20 61 77 55 76 34 76 77 64 34 20 34 33 34 0 0 34 10 22 85 33 85 85 22 61 61 55 76 77 85 34 85 20 0 20 61 22 76 85 20 34 61 61 85 20 61 64 85 55 55 64 0 85 22 20 10 64 	
61 61 55 33 33 33 10 64 22 85 22 61 0 64 77 64 0 34 77 20 61 20 34 64 64 64 77 61 61 10 20 77 77 20 61 77 55 76 34 76 77 64 34 20 34 33 34 0 0 34 10 22 85 33 85 85 22 61 61 55 76 77 85 34 85 20 0 20 61 22 76 85 20 34 61 61 85 20 61 64 85 55 55 64 0 85 22 20 10 64 	
49 49 45 14 14 14 71 14 66 15 66 49 63 14 48 14 63 0 48 22 49 22 0 14 14 14 48 49 49 71 22 48 48 22 49 48 45 59 0 59 48 14 0 22 0 14 0 63 63 0 71 66 15 14 15 15 66 49 49 45 59 48 15 0 15 22 63 22 49 66 59 15 22 0 49 49 15 22 49 14 15 45 45 14 63 15 66 22 71 14 	
5 5 9 32 32 32 0 46 28 2 28 5 73 46 26 46 73 6 26 15 5 15 6 46 46 46 26 5 5 0 15 26 26 15 5 26 9 61 6 61 26 46 6 15 6 32 6 73 73 6 0 28 2 32 2 2 28 5 5 9 61 26 2 6 2 15 73 15 5 28 61 2 15 6 5 5 2 15 5 46 2 9 9 46 73 2 28 15 0 46 	
26 26 50 90 90 90 76 40 0 32 0 26 86 40 52 40 86 17 52 41 26 41 17 40 40 40 52 26 26 76 41 52 52 41 26 52 50 26 17 26 52 40 17 41 17 90 17 86 86 17 76 0 32 90 32 32 0 26 26 50 26 52 32 17 32 41 86 41 26 0 26 32 41 17 26 26 32 41 26 40 32 50 50 40 86 32 0 41 76 40 	
83 83 79 33 33 33 10 21 56 0 56 83 76 21 43 21 76 23 43 1 83 1 23 21 21 21 43 83 83 10 1 43 43 1 83 43 79 19 23 19 43 21 23 1 23 33 23 76 76 23 10 56 0 33 0 0 56 83 83 79 19 43 0 23 0 1 76 1 83 56 19 0 1 23 83 83 0 1 83 21 0 79 79 21 76 0 56 1 10 21 	
71 71 79 0 0 0 77 22 41 59 41 71 63 22 89 22 63 85 89 50 71 50 85 22 22 22 89 71 71 77 50 89 89 50 71 89 79 73 85 73 89 22 85 50 85 0 85 63 63 85 77 41 59 0 59 59 41 71 71 79 73 89 59 85 59 50 63 50 71 41 73 59 50 85 71 71 59 50 71 22 59 79 79 22 63 59 41 50 77 22 	
83 83 79 33 33 33 10 21 56 0 56 83 76 21 43 21 76 23 43 1 83 1 23 21 21 21 43 83 83 10 1 43 43 1 83 43 79 19 23 19 43 21 23 1 23 33 23 76 76 23 10 56 0 33 0 0 56 83 83 79 19 43 0 23 0 1 76 1 83 56 19 0 1 23 83 83 0 1 83 21 0 79 79 21 76 0 56 1 10 21 	
83 83 79 33 33 33 10 21 56 0 56 83 76 21 43 21 76 23 43 1 83 1 23 21 21 21 43 83 83 10 1 43 43 1 83 43 79 19 23 19 43 21 23 1 23 33 23 76 76 23 10 56 0 33 0 0 56 83 83 79 19 43 0 23 0 1 76 1 83 56 19 0 1 23 83 83 0 1 83 21 0 79 79 21 76 0 56 1 10 21 	
26 26 50 90 90 90 76 40 0 32 0 26 86 40 52 40 86 17 52 41 26 41 17 40 40 40 52 26 26 76 41 52 52 41 26 52 50 26 17 26 52 40 17 41 17 90 17 86 86 17 76 0 32 90 32 32 0 26 26 50 26 52 32 17 32 41 86 41 26 0 26 32 41 17 26 26 32 41 26 40 32 50 50 40 86 32 0 41 76 40 	
0 0 61 47 47 47 64 10 21 15 21 0 28 10 40 10 28 24 40 66 0 66 24 10 10 10 40 0 0 64 66 40 40 66 0 40 61 1 24 1 40 10 24 66 24 47 24 28 28 24 64 21 15 47 15 15 21 0 0 61 1 40 15 24 15 66 28 66 0 21 1 15 66 24 0 0 15 66 0 10 15 61 61 10 28 15 21 66 64 10 	
0 0 61 47 47 47 64 10 21 15 21 0 28 10 40 10 28 24 40 66 0 66 24 10 10 10 40 0 0 64 66 40 40 66 0 40 61 1 24 1 40 10 24 66 24 47 24 28 28 24 64 21 15 47 15 15 21 0 0 61 1 40 15 24 15 66 28 66 0 21 1 15 66 24 0 0 15 66 0 10 15 61 61 10 28 15 21 66 64 10 	
37 37 0 36 36 36 75 17 34 75 34 37 46 17 19 17 46 40 19 89 37 89 40 17 17 17 19 37 37 75 89 19 19 89 37 19 0 39 40 39 19 17 40 89 40 36 40 46 46 40 75 34 75 36 75 75 34 37 37 0 39 19 75 40 75 89 46 89 37 34 39 75 89 40 37 37 75 89 37 17 75 0 0 17 46 75 34 89 75 17 	
85 85 77 18 18 18 25 64 56 68 56 85 76 64 19 64 76 2 19 60 85 60 2 64 64 64 19 85 85 25 60 19 19 60 85 19 77 0 2 0 19 64 2 60 2 18 2 76 76 2 25 56 68 18 68 68 56 85 85 77 0 19 68 2 68 60 76 60 85 56 0 68 60 2 85 85 68 60 85 64 68 77 77 64 76 68 56 60 25 64 	
8 8 38 6 6 6 9 17 21 28 21 8 40 17 0 17 40 82 0 87 8 87 82 17 17 17 0 8 8 9 87 0 0 87 8 0 38 89 82 89 0 17 82 87 82 6 82 40 40 82 9 21 28 6 28 28 21 8 8 38 89 0 28 82 28 87 40 87 8 21 89 28 87 82 8 8 28 87 8 17 28 38 38 17 40 28 21 87 9 17 	
83 83 79 33 33 33 10 21 56 0 56 83 76 21 43 21 76 23 43 1 83 1 23 21 21 21 43 83 83 10 1 43 43 1 83 43 79 19 23 19 43 21 23 1 23 33 23 76 76 23 10 56 0 33 0 0 56 83 83 79 19 43 0 23 0 1 76 1 83 56 19 0 1 23 83 83 0 1 83 21 0 79 79 21 76 0 56 1 10 21 	
49 49 45 14 14 14 71 14 66 15 66 49 63 14 48 14 63 0 48 22 49 22 0 14 14 14 48 49 49 71 22 48 48 22 49 48 45 59 0 59 48 14 0 22 0 14 0 63 63 0 71 66 15 14 15 15 66 49 49 45 59 48 15 0 15 22 63 22 49 66 59 15 22 0 49 49 15 22 49 14 15 45 45 14 63 15 66 22 71 14 	
